timestamp,x,y,z,label,session_id
1756551787980,-0.039794921875,0.337890625,0.9084473252296448,Light,1756551973606_Light
1756551788030,-0.05126953125,0.309326171875,0.935302734375,Light,1756551973606_Light
1756551788085,-0.064453125,0.35693359375,0.779296875,Light,1756551973606_Light
1756551788141,0.1057128831744194,0.3447265625,0.888671875,Light,1756551973606_Light
1756551788191,0.220703125,0.3037109375,0.7939453125,Light,1756551973606_Light
1756551788246,0.173583984375,0.1259765625,0.647705078125,Light,1756551973606_Light
1756551788302,0.53759765625,0.144287109375,0.6220703125,Light,1756551973606_Light
1756551788357,0.222900390625,-0.195068359375,0.5576171875,Light,1756551973606_Light
1756551788407,0.30615234375,-0.462890625,0.2341308444738388,Light,1756551973606_Light
1756551788462,0.410400390625,-0.794921875,0.0036621091421693563,Light,1756551973606_Light
1756551788518,1.19189453125,-0.921875,0.247802734375,Light,1756551973606_Light
1756551788569,1.8566895723342896,-0.8291015625,0.135009765625,Light,1756551973606_Light
1756551788623,2.17919921875,-0.55224609375,0.22509765625,Light,1756551973606_Light
1756551788679,2.523193359375,0.01171875,-0.00537109375,Light,1756551973606_Light
1756551788736,1.736572265625,0.15478515625,-0.1689453125,Light,1756551973606_Light
1756551788789,1.04736328125,0.0590820275247097,-1.076416015625,Light,1756551973606_Light
1756551788840,0.4240722358226776,-0.30517578125,-0.012451171875,Light,1756551973606_Light
1756551788895,0.50927734375,-0.18505859375,-0.0590820275247097,Light,1756551973606_Light
1756551788945,0.68603515625,-0.609375,0.063720703125,Light,1756551973606_Light
1756551789007,0.1796875,-0.9006348252296448,-0.09912109375,Light,1756551973606_Light
1756551789057,1.3193359375,-0.787353515625,-0.086669921875,Light,1756551973606_Light
1756551789112,0.1474609375,-1.047607421875,-0.302978515625,Light,1756551973606_Light
1756551789167,0.832763671875,-0.334716796875,0.138916015625,Light,1756551973606_Light
1756551789222,0.60791015625,-0.58349609375,0.02197265625,Light,1756551973606_Light
1756551789273,0.262939453125,-0.35888671875,0.005859375,Light,1756551973606_Light
1756551789328,0.101318359375,-2.04248046875,-0.67333984375,Light,1756551973606_Light
1756551789383,0.043701171875,-2.069091796875,0.1044921800494194,Light,1756551973606_Light
1756551789438,-0.4335937798023224,-0.5654296875,0.70654296875,Light,1756551973606_Light
1756551789489,-1.01318359375,-0.760986328125,0.524169921875,Light,1756551973606_Light
1756551789545,-0.5654296875,-1.0224609375,-0.45654296875,Light,1756551973606_Light
1756551789595,-0.439697265625,-0.967529296875,-0.127685546875,Light,1756551973606_Light
1756551789650,-0.24267578125,-0.936279296875,0.298828125,Light,1756551973606_Light
1756551789706,0.072265625,-0.9521484971046448,0.2106933444738388,Light,1756551973606_Light
1756551789761,0.376953125,-1.07470703125,-0.38623046875,Light,1756551973606_Light
1756551789816,-0.022216796875,-0.968505859375,-0.4655761420726776,Light,1756551973606_Light
1756551789866,-0.085693359375,-1.112548828125,-0.201171875,Light,1756551973606_Light
1756551789921,-0.4172362983226776,-1.09912109375,-0.6005859375,Light,1756551973606_Light
1756551790013,-0.194091796875,-0.63671875,0.025146484375,Light,1756551973606_Light
1756551790029,-0.139404296875,-1.01025390625,-0.335205078125,Light,1756551973606_Light
1756551790082,0.020751953125,-1.149169921875,-0.358642578125,Light,1756551973606_Light
1756551790138,-0.2431640625,-0.88671875,-0.287841796875,Light,1756551973606_Light
1756551790193,-0.08544921875,-0.91357421875,-0.379638671875,Light,1756551973606_Light
1756551790248,0.00390625,-1.0126953125,-0.295654296875,Light,1756551973606_Light
1756551790303,-0.054443359375,-0.9526367783546448,-0.2360839694738388,Light,1756551973606_Light
1756551790359,-0.07568359375,-0.973876953125,-0.232177734375,Light,1756551973606_Light
1756551790414,-0.048828125,-1.0068359375,-0.2421875149011612,Light,1756551973606_Light
1756551790469,-0.0908203125,-1.07958984375,-0.2377929836511612,Light,1756551973606_Light
1756551790524,-0.079345703125,-0.919677734375,-0.10302734375,Light,1756551973606_Light
1756551790580,-0.1179199144244194,-0.98095703125,-0.02099609375,Light,1756551973606_Light
1756551790630,-0.02490234375,-1.015625,-0.0625,Light,1756551973606_Light
1756551790685,0.0107421875,-0.934814453125,-0.04541015625,Light,1756551973606_Light
1756551790741,-0.020751953125,-0.9335936903953552,0.1066894605755806,Light,1756551973606_Light
1756551790791,-0.111328125,-1.027099609375,0.2165527492761612,Light,1756551973606_Light
1756551790846,-0.187255859375,-1.01806640625,0.030517578125,Light,1756551973606_Light
1756551790901,-0.272216796875,-1.05078125,-0.174560546875,Light,1756551973606_Light
1756551791008,-0.06103515625,-1.01171875,-0.056640625,Light,1756551973606_Light
1756551791012,0.0126953125,-1.030029296875,0.326171875,Light,1756551973606_Light
